audienceScore,audienceScore_sentiment,criticsScore,criticsScore_certifiedAttribute,criticsScore_sentiment,lower_title,original_release_year,title
92,positive,89,True,positive,butchcassidyandthesundancekid,2015,Butch Cassidy and the Sundance Kid
43,negative,,False,,challenger,2018,Challenger
47,negative,33,False,negative,chooseordie,2022,Choose or Die
,,100,False,positive,"civilwar(or,whodowethinkweare)",2021,"Civil War (Or, Who Do We Think We Are)"
61,positive,79,False,positive,curseofchucky,2014,Curse of Chucky
78,positive,49,False,negative,deadpresidents,2016,Dead Presidents
89,positive,67,False,positive,faraway,2023,Faraway
40,negative,25,False,negative,fistfight,2017,Fist Fight
71,positive,56,False,negative,iceage:themeltdown,2015,Ice Age: The Meltdown
38,negative,25,False,negative,missmeadows,2014,Miss Meadows
22,negative,14,False,negative,regression,2016,Regression
67,positive,92,False,positive,ripley'sgame,2011,Ripley's Game
62,positive,18,False,negative,sawiv,2008,Saw IV
89,positive,93,True,positive,startrek:firstcontact,2011,Star Trek: First Contact
66,positive,72,False,positive,thechangeover,2019,The Changeover
44,negative,95,True,positive,theeternaldaughter,2022,The Eternal Daughter
75,positive,31,False,negative,thegoodneighbor,2022,The Good Neighbor
60,positive,14,False,negative,theuglytruth,2012,The Ugly Truth
44,negative,23,False,negative,what'syournumber?,2015,What's Your Number?
50,negative,13,False,negative,wifelike,2022,Wifelike
71,positive,84,False,positive,aftereverything,2018,After Everything
91,positive,100,True,positive,cripcamp,2020,Crip Camp
77,positive,11,False,negative,dropdeadfred,2016,Drop Dead Fred
79,positive,96,True,positive,inthelineoffire,2012,In the Line of Fire
59,negative,45,False,negative,journey2:themysteriousisland,2014,Journey 2: The Mysterious Island
82,positive,76,False,positive,lousycarter,2024,Lousy Carter
53,negative,28,False,negative,next,2014,Next
33,negative,71,False,positive,openwater,2016,Open Water
47,negative,66,False,positive,silentnight,2021,Silent Night
46,negative,34,False,negative,thebreak-up,2012,The Break-Up
,,,False,,thebrinkof,2024,The Brink Of
57,negative,18,False,negative,theultimatelife,2016,The Ultimate Life
34,negative,27,False,negative,yourhighness,2016,Your Highness
89,positive,97,True,positive,bringingupbaby,2008,Bringing Up Baby
79,positive,81,True,positive,dogsoldiers,2017,Dog Soldiers
91,positive,88,True,positive,enterthedragon,2008,Enter the Dragon
62,positive,35,False,negative,homealone2:lostinnewyork,2013,Home Alone 2: Lost in New York
90,positive,100,False,positive,justiceleaguedark:apokolipswar,2020,Justice League Dark: Apokolips War
29,negative,9,False,negative,kangaroojack,2010,Kangaroo Jack
88,positive,89,True,positive,midnightcowboy,2008,Midnight Cowboy
72,positive,71,False,positive,nocebo,2022,Nocebo
43,negative,33,False,negative,poseidon,2014,Poseidon
94,positive,100,True,positive,templegrandin,2016,Temple Grandin
59,negative,12,False,negative,thebestofme,2015,The Best of Me
37,negative,0,False,negative,theconison,2019,The Con Is On
36,negative,90,True,positive,thesouvenir,2019,The Souvenir
54,negative,90,True,positive,thevigil,2021,The Vigil
48,negative,83,True,positive,thewind,2019,The Wind
60,positive,54,False,negative,waitingforthebarbarians,2020,Waiting for the Barbarians
53,negative,63,False,positive,finaldestination5,2013,Final Destination 5
11,negative,,False,,foodfight!,2013,Foodfight!
37,negative,60,False,positive,godzilla:cityontheedgeofbattle,2018,Godzilla: City on the Edge of Battle
23,negative,38,False,negative,primal,2019,Primal
100,positive,91,True,positive,ragingfire,2021,Raging Fire
54,negative,61,False,positive,redstate,2012,Red State
32,negative,9,False,negative,replicas,2019,Replicas
63,positive,78,True,positive,theboxtrolls,2016,The Boxtrolls
84,positive,88,True,positive,themanwhoknewtoomuch,2016,The Man Who Knew Too Much
57,negative,26,False,negative,theotherwoman,2014,The Other Woman
51,negative,70,False,positive,thewanderingearth,2019,The Wandering Earth
76,positive,35,False,negative,wheretheheartis,2015,Where the Heart Is
16,negative,,False,,18yearoldvirgin,2020,18 Year Old Virgin
75,positive,,False,,anamishmurder,2016,An Amish Murder
68,positive,72,False,positive,bigeyes,2016,Big Eyes
83,positive,89,True,positive,crimsontide,2016,Crimson Tide
83,positive,95,True,positive,fantasia,2017,Fantasia
37,negative,50,False,negative,goodonpaper,2021,Good on Paper
85,positive,80,False,positive,pk,2017,PK
72,positive,87,True,positive,rabbithole,2012,Rabbit Hole
85,positive,73,True,positive,sleepers,2008,Sleepers
88,positive,52,False,negative,somewhereintime,2016,Somewhere in Time
62,positive,4,False,negative,thecovenant,2013,The Covenant
86,positive,92,False,positive,thegunsofnavarone,2013,The Guns of Navarone
76,positive,87,True,positive,thepeanutsmovie,2016,The Peanuts Movie
93,positive,94,True,positive,whiteheat,2009,White Heat
76,positive,43,False,negative,youngguns,2017,Young Guns
39,negative,51,False,negative,chloe,2012,Chloe
88,positive,70,False,positive,deadman,2016,Dead Man
63,positive,21,False,negative,hometeam,2022,Home Team
69,positive,13,False,negative,kungpow:enterthefist,2015,Kung Pow: Enter the Fist
81,positive,55,False,negative,lordsofdogtown,2012,Lords of Dogtown
86,positive,,False,,lovevirtually,2023,Love Virtually
61,positive,89,False,positive,"madrid,1987",2015,"Madrid, 1987"
22,negative,7,False,negative,misconduct,2016,Misconduct
81,positive,75,True,positive,prettyinpink,2013,Pretty in Pink
100,positive,94,False,positive,seaofshadows,2019,Sea of Shadows
37,negative,43,False,negative,songtosong,2017,Song to Song
89,positive,83,False,positive,thecleaner,2021,The Cleaner
79,positive,56,False,negative,thedoors,2016,The Doors
67,positive,67,False,positive,theexpendables2,2015,The Expendables 2
62,positive,72,False,positive,thesalvation,2016,The Salvation
55,negative,100,False,positive,zombies2,2020,Zombies 2
56,negative,24,False,negative,cheaperbythedozen,2013,Cheaper by the Dozen
35,negative,28,False,negative,dreamcatcher,2010,Dreamcatcher
82,positive,18,False,negative,graffitibridge,2007,Graffiti Bridge
31,negative,45,False,negative,lifeafterbeth,2016,Life After Beth
52,negative,57,False,negative,lordoftheflies,2017,Lord of the Flies
82,positive,33,False,negative,nowandthen,2019,Now and Then
45,negative,37,False,negative,outlander,2016,Outlander
74,positive,46,False,negative,overboard,2017,Overboard
97,positive,80,False,positive,pawpatrol:themovie,2021,PAW Patrol: The Movie
37,negative,30,False,negative,paranormalactivity:nextofkin,2021,Paranormal Activity: Next of Kin
73,positive,16,False,negative,pokémon:thefirstmovie,2016,Pokémon: The First Movie
67,positive,13,False,negative,safehaven,2013,Safe Haven
91,positive,96,True,positive,secrets&lies,2020,Secrets & Lies
84,positive,75,True,positive,sittinginbarswithcake,2023,Sitting in Bars with Cake
19,negative,43,False,negative,starshiptroopers3:marauder,2009,Starship Troopers 3: Marauder
71,positive,54,False,negative,themirrorhastwofaces,2010,The Mirror Has Two Faces
77,positive,69,False,positive,babel,2011,Babel
51,negative,92,True,positive,certainwomen,2017,Certain Women
60,positive,50,False,negative,dragonheart,2016,Dragonheart
91,positive,91,True,positive,elitesquad2,2017,Elite Squad 2
69,positive,76,True,positive,flagsofourfathers,2014,Flags of Our Fathers
54,negative,76,False,positive,"honey,ishrunkthekids",2016,"Honey, I Shrunk the Kids"
43,negative,16,False,negative,jade,2013,Jade
59,negative,81,False,positive,jaggededge,2010,Jagged Edge
77,positive,77,False,positive,planetterror,2016,Planet Terror
45,negative,47,False,negative,prideandprejudiceandzombies,2016,Pride and Prejudice and Zombies
64,positive,45,False,negative,ratrace,2013,Rat Race
78,positive,66,False,positive,selena,2008,Selena
71,positive,44,False,negative,sergio,2020,Sergio
91,positive,100,False,positive,summerghost,2022,Summer Ghost
69,positive,34,False,negative,tearsofthesun,2011,Tears of the Sun
74,positive,67,False,positive,theendoftheaffair,2012,The End of the Affair
77,positive,91,True,positive,togethertogether,2021,Together Together
79,positive,88,True,positive,violation,2021,Violation
81,positive,79,False,positive,anofficerandagentleman,2011,An Officer and a Gentleman
74,positive,46,False,negative,bloodsport,2016,Bloodsport
58,negative,9,False,negative,cocktail,2016,Cocktail
40,negative,15,False,negative,crossroads,2017,Crossroads
66,positive,74,False,positive,joyride,2015,Joy Ride
92,positive,94,True,positive,manhattan,2015,Manhattan
59,negative,71,False,positive,notokay,2022,Not Okay
80,positive,25,False,negative,p.s.iloveyou,2010,P.S. I Love You
78,positive,75,False,positive,thefoxandthehound,2014,The Fox and the Hound
24,negative,,False,,thehouseinbetween,2020,The House in Between
82,positive,37,False,negative,augustrush,2009,August Rush
39,negative,10,False,negative,couplesretreat,2012,Couples Retreat
47,negative,50,False,negative,earthtoecho,2014,Earth to Echo
89,positive,20,False,negative,everybreathyoutake,2021,Every Breath You Take
44,negative,23,False,negative,fatalbert,2013,Fat Albert
94,positive,92,False,positive,forafewdollarsmore,2008,For a Few Dollars More
63,positive,33,False,negative,goodburger,2013,Good Burger
93,positive,91,True,positive,network,2008,Network
66,positive,91,True,positive,thewilloughbys,2020,The Willoughbys
15,negative,92,True,positive,unpregnant,2020,Unpregnant
51,negative,39,False,negative,whyhim?,2017,Why Him?
90,positive,97,True,positive,astreetcarnameddesire,2013,A Streetcar Named Desire
89,positive,91,True,positive,dinnerinamerica,2022,Dinner in America
33,negative,23,False,negative,flubber,2014,Flubber
76,positive,82,True,positive,lasttangoinparis,2012,Last Tango in Paris
65,positive,81,True,positive,onehourphoto,2015,One Hour Photo
73,positive,84,True,positive,piecesofapril,2012,Pieces of April
64,positive,56,False,negative,policeacademy,2009,Police Academy
63,positive,62,False,positive,sonofagun,2015,Son of a Gun
48,negative,32,False,negative,survivingthegame,2012,Surviving the Game
28,negative,,False,,thefearway,2023,The Fearway
87,positive,84,True,positive,thetencommandments,2016,The Ten Commandments
42,negative,100,False,positive,theywaitinthedark,2023,They Wait in the Dark
62,positive,91,True,positive,whatjosiahsaw,2022,What Josiah Saw
89,positive,85,True,positive,billyelliot,2016,Billy Elliot
70,positive,55,False,negative,bleedinglove,2024,Bleeding Love
79,positive,98,True,positive,broadcastnews,2013,Broadcast News
80,positive,32,False,negative,don'tbeamenacetosouthcentralwhiledrinkingyourjuiceinthehood,2016,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
50,negative,82,False,positive,einsteinandthebomb,2024,Einstein and the Bomb
77,positive,67,False,positive,hardcandy,2016,Hard Candy
55,negative,51,False,negative,hardcorehenry,2016,Hardcore Henry
92,positive,98,True,positive,myleftfoot,2016,My Left Foot
83,positive,72,False,positive,shallowgrave,2013,Shallow Grave
75,positive,78,False,positive,"theboy,themole,thefoxandthehorse",2022,"The Boy, the Mole, the Fox and the Horse"
40,negative,20,False,negative,theinvasion,2009,The Invasion
40,negative,41,False,negative,thelaundromat,2019,The Laundromat
81,positive,64,False,positive,thewaywewere,2010,The Way We Were
94,positive,92,False,positive,withnailandi,2020,Withnail and I
67,positive,100,False,positive,#chadgetstheaxe,2023,#chadgetstheaxe
93,positive,,False,,abigail,2023,Abigail
65,positive,69,False,positive,adrift,2018,Adrift
81,positive,82,False,positive,angelheart,2013,Angel Heart
59,negative,80,True,positive,barb&stargotovistadelmar,2021,Barb & Star Go to Vista Del Mar
73,positive,79,True,positive,dr.seuss'hortonhearsawho!,2015,Dr. Seuss' Horton Hears a Who!
87,positive,68,False,positive,evil,2017,Evil
90,positive,95,True,positive,myfairlady,2020,My Fair Lady
87,positive,92,True,positive,"planes,trainsandautomobiles",2013,"Planes, Trains and Automobiles"
90,positive,87,True,positive,startrekii:thewrathofkhan,2013,Star Trek II: The Wrath of Khan
84,positive,80,True,positive,thehours,2013,The Hours
43,negative,67,False,positive,thenightmare,2016,The Nightmare
92,positive,99,True,positive,theredshoes,2017,The Red Shoes
54,negative,,False,,thesleepexperiment,2022,The Sleep Experiment
56,negative,50,False,negative,bloodline,2019,Bloodline
72,positive,59,False,negative,defiance,2012,Defiance
87,positive,91,False,positive,fantasticplanet,2016,Fantastic Planet
85,positive,76,True,positive,frida,2016,Frida
53,negative,,False,,fromstraighta'stoxxx,2017,From Straight A's to XXX
71,positive,81,True,positive,goon,2016,Goon
89,positive,94,True,positive,highnoon,2011,High Noon
44,negative,32,False,negative,homeagain,2018,Home Again
35,negative,35,False,negative,ifeelpretty,2018,I Feel Pretty
59,negative,31,False,negative,kingarthur,2016,King Arthur
80,positive,45,False,negative,miraclesfromheaven,2016,Miracles From Heaven
58,negative,16,False,negative,onawingandaprayer,2023,On a Wing and a Prayer
74,positive,77,True,positive,peterpan,2015,Peter Pan
85,positive,71,False,positive,sexandlucia,2013,Sex and Lucia
73,positive,66,False,positive,thechroniclesofnarnia:princecaspian,2014,The Chronicles of Narnia: Prince Caspian
65,positive,93,True,positive,thedevil'scandy,2017,The Devil's Candy
81,positive,19,False,negative,thelifeofdavidgale,2015,The Life of David Gale
41,negative,79,False,positive,thereef,2016,The Reef
63,positive,74,True,positive,theworldtocome,2021,The World to Come
44,negative,57,False,negative,transfusion,2023,Transfusion
87,positive,67,False,positive,anaffairtoremember,2015,An Affair to Remember
49,negative,32,False,negative,angelsintheoutfield,2020,Angels in the Outfield
87,positive,68,False,positive,armyofdarkness,2012,Army of Darkness
87,positive,90,True,positive,boysdon'tcry,2013,Boys Don't Cry
72,positive,96,False,positive,changcandunk,2023,Chang Can Dunk
52,negative,40,False,negative,child'splay2,2016,Child's Play 2
89,positive,70,False,positive,dogville,2007,Dogville
52,negative,54,False,negative,kindergartencop,2012,Kindergarten Cop
50,negative,14,False,negative,maximumoverdrive,2016,Maximum Overdrive
34,negative,21,False,negative,neverbackdown,2015,Never Back Down
78,positive,98,True,positive,onenightinmiami,2021,One Night in Miami
42,negative,47,False,negative,simulant,2023,Simulant
22,negative,18,False,negative,thebyebyeman,2017,The Bye Bye Man
70,positive,94,True,positive,thewitches,2013,The Witches
77,positive,93,True,positive,them!,2008,Them!
75,positive,50,False,negative,wherehopegrows,2016,Where Hope Grows
57,negative,100,False,positive,wherethedevilroams,2023,Where the Devil Roams
81,positive,65,False,positive,wildatheart,2016,Wild at Heart
90,positive,100,True,positive,woodlandsdarkanddaysbewitched:ahistoryoffolkhorror,2021,Woodlands Dark and Days Bewitched: A History of Folk Horror
62,positive,88,True,positive,aprivatewar,2019,A Private War
93,positive,92,False,positive,againstallenemies,2024,Against All Enemies
94,positive,93,True,positive,amoresperros,2016,Amores perros
14,negative,,False,,armyofone,2020,Army of One
66,positive,96,True,positive,eo,2023,EO
92,positive,100,False,positive,evangelion:3.0+1.01thriceuponatime,2021,EVANGELION:3.0+1.01 Thrice Upon a Time
34,negative,36,False,negative,god'spocket,2016,God's Pocket
60,positive,46,False,negative,happyfeettwo,2013,Happy Feet Two
97,positive,100,False,positive,hara-kiri,2017,Hara-Kiri
89,positive,82,False,positive,randomharvest,2016,Random Harvest
39,negative,18,False,negative,robots,2023,Robots
80,positive,97,False,positive,thebadnewsbears,2013,The Bad News Bears
39,negative,37,False,negative,theguilttrip,2014,The Guilt Trip
71,positive,93,True,positive,thenovice,2021,The Novice
57,negative,75,True,positive,walkhard:thedeweycoxstory,2008,Walk Hard: The Dewey Cox Story
48,negative,77,True,positive,12hourshift,2020,12 Hour Shift
81,positive,76,True,positive,coolrunnings,2015,Cool Runnings
93,positive,89,False,positive,dangalyuddham,2017,Dangal Yuddham
72,positive,92,True,positive,nowayout,2011,No Way Out
45,negative,74,True,positive,piranha,2012,Piranha
39,negative,58,False,negative,popeye,2013,Popeye
44,negative,56,False,negative,quarantine,2012,Quarantine
36,negative,28,False,negative,robocop2,2008,RoboCop 2
18,negative,22,False,negative,theblackwatersofecho'spond,2015,The Black Waters of Echo's Pond
92,positive,,False,,thelist,2023,The List
91,positive,99,True,positive,theyshallnotgrowold,2019,They Shall Not Grow Old
77,positive,61,False,positive,uhf,2013,UHF
82,positive,53,False,negative,acrosstheuniverse,2013,Across the Universe
32,negative,0,False,negative,actsofviolence,2018,Acts of Violence
90,positive,87,True,positive,amarcord,2012,Amarcord
65,positive,54,False,negative,australia,2013,Australia
86,positive,91,False,positive,baahubali:thebeginning,2016,Baahubali: The Beginning
65,positive,4,False,negative,becauseisaidso,2015,Because I Said So
79,positive,86,True,positive,bottlerocket,2013,Bottle Rocket
43,negative,60,False,positive,centurion,2017,Centurion
71,positive,23,False,negative,coyoteugly,2016,Coyote Ugly
34,negative,10,False,negative,darknessfalls,2016,Darkness Falls
54,negative,37,False,negative,frompariswithlove,2013,From Paris With Love
0,negative,,False,,gacy:serialkillernextdoor,2024,Gacy: Serial Killer Next Door
53,negative,19,False,negative,identitythief,2015,Identity Thief
50,negative,33,False,negative,insidious:thelastkey,2018,Insidious: The Last Key
75,positive,76,True,positive,invictus,2011,Invictus
