age_certification,disneyplus,full_path,globoplay,hbomax,id,imdbPopularity,imdbScore,imdbVotes,justwatchScore,lower_title,movie_genre,netflix,object_type,original_release_year,original_title,paramountplus,primevideo,production_countrie,runtime,starplus,title,tmdbPopularity,tmdbScore,website_url
,False,/br/filme/a-fabrica-dos-sonhos,True,False,tm463696,14.808,6,1782,0.576763878144,drmmebyggerne,fml,False,MOVIE,2020,Drømmebyggerne,False,True,DK,81,False,A Fábrica dos Sonhos,14.808,7.594,www.justwatch.com/br/filme/a-fabrica-dos-sonhos
,False,/br/filme/atraves-das-oliveiras,True,False,tm111590,15.503,7.7,9980,0.731881923753,,drm,False,MOVIE,1994,زیر درختان زیتون,False,False,IR,103,False,Através das Oliveiras,15.503,7.39,www.justwatch.com/br/filme/atraves-das-oliveiras
10,False,/br/filme/ela-danca-eu-danco-4,True,False,tm69397,46.239,6.4,58201,0.751090103842,stepuprevolution,rma,False,MOVIE,2012,Step Up Revolution,False,False,SG,99,False,Step Up Revolução,46.239,6.9,www.justwatch.com/br/filme/ela-danca-eu-danco-4
,False,/br/filme/hip-hop-x-siempre,False,False,tm1360333,,6.1,12,,hiphopxsiempre,doc,False,MOVIE,2023,Hip-Hop X Siempre,False,True,US,29,False,Hip-Hop X Siempre,,,www.justwatch.com/br/filme/hip-hop-x-siempre
,False,/br/filme/guerreiros-em-campo,False,False,tm1238916,,6.3,49,,warriorsonthefield,doc,False,MOVIE,2022,Warriors on the Field,False,True,AU,50,False,Guerreiros em Campo,,,www.justwatch.com/br/filme/guerreiros-em-campo
16,False,/br/filme/me,False,False,tm1302567,,,,,me,drm,False,MOVIE,2022,Me,False,True,BR,111,False,Me,,,www.justwatch.com/br/filme/me
,False,/br/filme/nootokka-zillala-andagaadu,False,False,tm1024914,,6.4,373,0.033464036096,nootokkazillalaandagaadu,cmy,False,MOVIE,2021,Nootokka Zillala Andagaadu,False,True,IN,125,False,Nootokka Zillala Andagaadu,,,www.justwatch.com/br/filme/nootokka-zillala-andagaadu
,True,/br/filme/lorenzo,False,False,tm82572,6.139,,,0.368467620177,lorenzo,fnt,False,MOVIE,2004,Lorenzo,False,False,US,5,False,Lorenzo,6.139,6.462,www.justwatch.com/br/filme/lorenzo
,True,/br/filme/the-pied-piper-1933,False,False,tm137537,6.276,,,0.457556261778,thepiedpiper,ani,False,MOVIE,1933,The Pied Piper,False,False,US,8,False,The Pied Piper,6.276,6.4,www.justwatch.com/br/filme/the-pied-piper-1933
,True,/br/filme/bride-of-boogedy,False,False,tm26441,6.318,,,0.229197993194,brideofboogedy,fml,False,MOVIE,1987,Bride of Boogedy,False,False,US,90,False,Bride of Boogedy,6.318,6.577,www.justwatch.com/br/filme/bride-of-boogedy
,True,/br/filme/bone-trouble,False,False,tm76282,6.348,,,0.372422175898,bonetrouble,ani,False,MOVIE,1940,Bone Trouble,False,False,US,9,False,Bone Trouble,6.348,6.7,www.justwatch.com/br/filme/bone-trouble
,True,/br/filme/high-school-musical-the-musical-the-series-the-special,False,False,tm848055,6.36,6.8,250,0.296623430791,highschoolmusicalthemusicaltheseriesthespecial,msc,False,MOVIE,2019,High School Musical: The Musical: The Series: The Special,False,False,US,23,False,High School Musical: A Série: O Musical: Episódio Especial,6.36,8.7,www.justwatch.com/br/filme/high-school-musical-the-musical-the-series-the-special
,True,/br/filme/toby-tortoise-returns,False,False,tm116154,6.368,,,0.4524895432,tobytortoisereturns,ani,False,MOVIE,1936,Toby Tortoise Returns,False,False,US,7,False,Toby Tortoise Returns,6.368,6.1,www.justwatch.com/br/filme/toby-tortoise-returns
,True,/br/filme/beezy-bear,False,False,tm109842,6.465,,,0.480469151686,beezybear,ani,False,MOVIE,1955,Beezy Bear,False,False,US,7,False,Beezy Bear,6.465,6.9,www.justwatch.com/br/filme/beezy-bear
,True,/br/filme/how-to-swim,False,False,tm71616,6.653,,,0.538808376892,howtoswim,ani,False,MOVIE,1942,How to Swim,False,False,US,8,False,How to Swim,6.653,6.8,www.justwatch.com/br/filme/how-to-swim
,True,/br/filme/how-to-fish,False,False,tm71199,6.662,,,0.505618837104,howtofish,cmy,False,MOVIE,1942,How to Fish,False,False,US,7,False,How to Fish,6.662,6.4,www.justwatch.com/br/filme/how-to-fish
,True,/br/filme/sammy-the-way-out-seal,False,False,tm10086,6.662,,,0.202534734777,sammythewayoutseal,fml,False,MOVIE,1962,"Sammy, the Way-Out Seal",False,False,US,88,False,"Sammy, the Way-Out Seal",6.662,6.6,www.justwatch.com/br/filme/sammy-the-way-out-seal
,True,/br/filme/the-new-neighbor,False,False,tm107951,6.679,,,0.440929196277,thenewneighbor,ani,False,MOVIE,1953,The New Neighbor,False,False,US,7,False,The New Neighbor,6.679,6.709,www.justwatch.com/br/filme/the-new-neighbor
,True,/br/filme/those-calloways,False,False,tm79554,6.682,6.6,836,0.237140912448,thosecalloways,drm,False,MOVIE,1965,Those Calloways,False,False,US,131,False,Só os Fracos se Rendem,6.682,6.31,www.justwatch.com/br/filme/those-calloways
,True,/br/filme/treasure-of-matecumbe,False,False,tm91078,6.756,6.1,989,0.208494762634,treasureofmatecumbe,wsn,False,MOVIE,1976,Treasure of Matecumbe,False,False,US,117,False,O Tesouro de Matecumbe,6.756,6.6,www.justwatch.com/br/filme/treasure-of-matecumbe
,True,/br/filme/cheetah,False,False,tm141214,6.812,5.9,1184,0.183943807629,cheetah,drm,False,MOVIE,1989,Cheetah,False,False,US,83,False,"Cheetah, uma Aventura na África",6.812,6.1,www.justwatch.com/br/filme/cheetah
,True,/br/filme/sacred-planet,False,False,tm81543,6.832,,,0.117056685307,sacredplanet,doc,False,MOVIE,2004,Sacred Planet,False,False,US,45,False,Sacred Planet,6.832,6.5,www.justwatch.com/br/filme/sacred-planet
,True,/br/filme/food-for-feudin,False,False,tm65788,6.867,,,0.447243599493,foodforfeudin,ani,False,MOVIE,1950,Food for Feudin',False,False,US,7,False,Food for Feudin',6.867,6.6,www.justwatch.com/br/filme/food-for-feudin
,True,/br/filme/tru-confessions,False,False,tm103939,6.948,7.4,3390,0.363385177908,truconfessions,drm,False,MOVIE,2002,Tru Confessions,False,False,US,83,False,O Filme da Minha Vida,6.948,6.5,www.justwatch.com/br/filme/tru-confessions
,True,/br/filme/o-jantar-esta-servido,False,False,tm1035015,7.019,,,0.275948293844,dinnerisserved,drm,False,MOVIE,2021,Dinner Is Served,False,False,US,21,False,O Jantar Está Servido,7.019,5.9,www.justwatch.com/br/filme/o-jantar-esta-servido
L,True,/br/filme/the-wonderful-summer-of-mickey-mouse,False,False,tm1226406,7.068,,,0.447380367906,thewonderfulsummerofmickeymouse,ani,False,MOVIE,2022,The Wonderful Summer of Mickey Mouse,False,False,US,24,False,The Wonderful Summer of Mickey Mouse,7.068,6.4,www.justwatch.com/br/filme/the-wonderful-summer-of-mickey-mouse
,True,/br/filme/a-caixa-de-pandora,False,False,tm56569,7.115,4.8,1252,0.19518140287,canofworms,cmy,False,MOVIE,1999,Can of Worms,False,False,CA,90,False,A Caixa De Pandora,7.115,4.5,www.justwatch.com/br/filme/a-caixa-de-pandora
,True,/br/filme/rescue-dog,False,False,tm90592,7.207,,,0.515993719673,rescuedog,fml,False,MOVIE,1947,Rescue Dog,False,False,US,7,False,Rescue Dog,7.207,6.5,www.justwatch.com/br/filme/rescue-dog
,True,/br/filme/the-ghosts-of-buxley-hall,False,False,tm205517,7.265,5.7,366,0.075591990169,theghostsofbuxleyhall,fnt,False,MOVIE,1980,The Ghosts of Buxley Hall,False,False,US,120,False,Os Fantasmas de Buxley Hall,7.265,6.3,www.justwatch.com/br/filme/the-ghosts-of-buxley-hall
,True,/br/filme/the-biscuit-eater,False,False,tm152094,7.433,5.7,548,0.24167601723,thebiscuiteater,fml,False,MOVIE,1972,The Biscuit Eater,False,False,US,92,False,O Comedor de Biscoitos,7.433,6.2,www.justwatch.com/br/filme/the-biscuit-eater
,True,/br/filme/the-apple-dumpling-gang-rides-again,False,False,tm67783,7.451,6,3258,0.438374436221,theappledumplinggangridesagain,wsn,False,MOVIE,1979,The Apple Dumpling Gang Rides Again,False,False,US,88,False,A Gangue da Tortinha de Maçã Ataca Novamente,7.451,6.4,www.justwatch.com/br/filme/the-apple-dumpling-gang-rides-again
,True,/br/filme/right-on-track,False,False,tm144792,7.658,6.1,1557,0.305010280923,rightontrack,drm,False,MOVIE,2003,Right on Track,False,False,US,89,False,Rodas de Fogo,7.658,6.474,www.justwatch.com/br/filme/right-on-track
,True,/br/filme/atlantis-rising,False,False,tm320517,7.702,6.3,727,0.41050913956,atlantisrising,doc,False,MOVIE,2017,Atlantis Rising,False,False,CA,93,False,Atlântida: Os Segredos da Cidade Perdida,7.702,6,www.justwatch.com/br/filme/atlantis-rising
,False,/br/filme/im-glad-its-christmas,False,False,tm1263801,10.436,5.9,1379,0.365606438533,imgladitschristmas,drm,True,MOVIE,2022,I'm Glad It's Christmas,False,False,US,85,False,I'm Glad It's Christmas,10.436,5.5,www.justwatch.com/br/filme/im-glad-its-christmas
,False,/br/filme/ye-re-ye-re-paisa-2,False,False,tm818683,1.227,5.2,94,,yereyerepaisa2,drm,False,MOVIE,2019,Ye Re Ye Re Paisa 2,False,True,IN,134,False,Ye Re Ye Re Paisa 2,1.227,8,www.justwatch.com/br/filme/ye-re-ye-re-paisa-2
14,False,/br/filme/kavaludaari,False,False,tm519230,5.265,7.9,3216,0.325422413106,,crm,False,MOVIE,2019,ಕವಲುದಾರಿ,False,True,IN,145,False,Kavaludaari,5.265,6.9,www.justwatch.com/br/filme/kavaludaari
,False,/br/filme/surprise-me,False,False,tm420830,5.887,5,434,,surpriseme,rma,False,MOVIE,2019,Surprise Me!,False,True,US,103,False,Surpresa! Fiquei Noiva,5.887,5,www.justwatch.com/br/filme/surprise-me
12,False,/br/filme/the-sparrows-nesting,False,False,tm230554,1.913,5.7,120,,thesparrowsnesting,drm,False,MOVIE,2016,The Sparrows Nesting,False,True,US,92,False,Unidos pelo Destino,1.913,8.1,www.justwatch.com/br/filme/the-sparrows-nesting
,False,/br/filme/get-duked,False,False,tm458460,19.214,6.2,8569,0.685770106957,getduked,act,False,MOVIE,2019,Get Duked!,False,True,GB,87,False,Get Duked!,19.214,6.2,www.justwatch.com/br/filme/get-duked
,False,/br/filme/3-bears-christmas,False,False,tm817733,2.817,4.9,65,0.113949915949,3bearschristmas,fml,False,MOVIE,2019,3 Bears Christmas,False,True,US,84,False,O Natal Encantado,2.817,5.8,www.justwatch.com/br/filme/3-bears-christmas
16,False,/br/filme/a-cisterna,True,False,tm1098833,1.4,6.7,20,,acisterna,trl,False,MOVIE,2021,A Cisterna,False,False,BR,99,False,A Cisterna,1.4,,www.justwatch.com/br/filme/a-cisterna
16,False,/br/filme/arkansas,True,False,tm857953,29.77,6,15196,0.702753651188,arkansas,trl,False,MOVIE,2020,Arkansas,False,False,GB,117,False,Arkansas - Rei do Crime,29.77,5.8,www.justwatch.com/br/filme/arkansas
14,False,/br/filme/adn,True,False,tm897418,13.034,5.9,1359,0.276092752983,adn,drm,False,MOVIE,2020,ADN,False,False,FR,90,False,DNA,13.034,5.954,www.justwatch.com/br/filme/adn
,False,/br/filme/christmas-in-evergreen,True,False,tm356074,14.975,6.6,3095,0.758012668349,christmasinevergreen,drm,False,MOVIE,2017,Christmas in Evergreen,False,False,CA,84,False,Natal em Evergreen,14.975,6.444,www.justwatch.com/br/filme/christmas-in-evergreen
12,False,/br/filme/sideral,True,False,tm1064940,2.146,6.8,,,sideral,scf,False,MOVIE,2021,Sideral,False,False,FR,15,False,Sideral,2.146,8.2,www.justwatch.com/br/filme/sideral
,False,/br/filme/transfusion-2023,True,False,tm1282345,36.093,5,3120,0.449801004446,transfusion,drm,False,MOVIE,2023,Transfusion,False,False,GB,105,False,Transfusão,36.093,6.1,www.justwatch.com/br/filme/transfusion-2023
L,False,/br/filme/chateau-christmas,True,False,tm936210,4.396,6.4,1964,0.541894428637,chateauchristmas,rma,False,MOVIE,2020,Chateau Christmas,False,False,US,84,False,Um Natal no Castelo,4.396,6.415,www.justwatch.com/br/filme/chateau-christmas
,False,/br/filme/a-sogra-perfeita,True,False,tm869626,1.461,6,145,0.637193964471,asograperfeita,cmy,False,MOVIE,2020,A Sogra Perfeita,False,False,BR,95,False,A Sogra Perfeita,1.461,6.6,www.justwatch.com/br/filme/a-sogra-perfeita
16,False,/br/filme/meteoros,True,False,tm1205238,1.904,7.5,10,,meteoros,trl,False,MOVIE,2022,Meteoros,False,False,BR,88,False,Meteoros,1.904,6,www.justwatch.com/br/filme/meteoros
18,False,/br/filme/um-estranho-no-lago,True,False,tm180271,26.912,6.9,15745,0.778511748877,linconnudulac,drm,False,MOVIE,2013,L'Inconnu du lac,False,False,FR,97,False,O Desconhecido do Lago,26.912,6.3,www.justwatch.com/br/filme/um-estranho-no-lago
14,False,/br/filme/vai-que-da-certo-2,True,False,tm207585,2.677,5.6,337,,vaiquedcerto2,cmy,False,MOVIE,2016,Vai Que Dá Certo 2,False,False,BR,109,False,Vai que Dá Certo 2,2.677,5.8,www.justwatch.com/br/filme/vai-que-da-certo-2
14,False,/br/filme/15-minutes-of-war,True,False,tm448696,13.307,6.4,3384,0.690260280557,lintervention,act,False,MOVIE,2019,L'Intervention,False,False,FR,98,False,15 Minutos de Guerra,13.307,6.8,www.justwatch.com/br/filme/15-minutes-of-war
,False,/br/filme/pixinguinha-um-homem-carinhoso,True,False,tm145736,4.257,6.8,109,,pixinguinhaumhomemcarinhoso,drm,False,MOVIE,2021,Pixinguinha: Um Homem Carinhoso,False,False,BR,101,False,Pixinguinha: Um Homem Carinhoso,4.257,8,www.justwatch.com/br/filme/pixinguinha-um-homem-carinhoso
,False,/br/filme/the-adventures-of-pil,True,False,tm857102,20.807,6.1,1247,0.574751499254,pil,ani,False,MOVIE,2021,Pil,False,False,FR,85,False,As Aventuras de Lia,20.807,6.726,www.justwatch.com/br/filme/the-adventures-of-pil
12,False,/br/filme/deux,True,False,tm824557,6.666,7.2,3719,0.642430530181,deux,drm,False,MOVIE,2020,Deux,False,False,FR,92,False,Nós duas,6.666,7.067,www.justwatch.com/br/filme/deux
16,False,/br/filme/black-site,True,False,tm1027463,27.989,4.4,3863,0.634720208141,blacksite,trl,False,MOVIE,2022,Black Site,False,False,US,99,False,Zona de Perigo,27.989,6.276,www.justwatch.com/br/filme/black-site
18,False,/br/filme/sunsuyi-sidae,True,False,tm205389,37.695,6,945,,,hst,False,MOVIE,2015,순수의 시대,False,False,KR,113,False,Ascensão e Queda de Um Império,37.695,6.9,www.justwatch.com/br/filme/sunsuyi-sidae
12,False,/br/filme/dragonheart-battle-for-the-heartfire,True,False,tm323985,28.571,5.3,2907,0.666022357739,dragonheartbattlefortheheartfire,act,False,MOVIE,2017,Dragonheart: Battle for the Heartfire,False,False,US,94,False,Coração de Dragão 4: Batalha Pelo Coração de Fogo,28.571,6.1,www.justwatch.com/br/filme/dragonheart-battle-for-the-heartfire
L,False,/br/filme/e-capixaba-a-historia-do-surfe-no-espirito-santo,True,False,tm1337791,0.859,,,,capixabaahistriadosurfenoespritosanto,doc,False,MOVIE,2021,É Capixaba - A História do Surfe no Espírito Santo,False,False,BR,43,False,É Capixaba - A História do Surfe no Espírito Santo,0.859,,www.justwatch.com/br/filme/e-capixaba-a-historia-do-surfe-no-espirito-santo
,False,/br/filme/incoming,True,False,tm413516,14.429,3.3,1997,0.270791456039,incoming,scf,False,MOVIE,2018,Incoming,False,False,US,89,False,Incoming,14.429,4.2,www.justwatch.com/br/filme/incoming
,False,/br/filme/uma-ladra-sem-limites,True,True,tm180913,54.438,5.7,140956,0.822975307003,identitythief,crm,False,MOVIE,2013,Identity Thief,False,False,US,111,False,Vigarista à Vista,54.438,5.863,www.justwatch.com/br/filme/uma-ladra-sem-limites
16,False,/br/filme/o-silencio-da-chuva,True,False,tm937157,1.291,6.3,214,,osilnciodachuva,crm,False,MOVIE,2020,O Silêncio da Chuva,False,False,BR,96,False,O Silêncio da Chuva,1.291,6.2,www.justwatch.com/br/filme/o-silencio-da-chuva
14,False,/br/filme/first-love-2022,True,False,tm1227133,16.954,,,0.514272258953,firstlove,rma,False,MOVIE,2022,First Love,False,False,US,95,False,First Love,16.954,5.6,www.justwatch.com/br/filme/first-love-2022
16,False,/br/filme/the-passengers-of-the-night,True,False,tm1158916,19.846,6.9,2997,0.770312133486,lespassagersdelanuit,drm,False,MOVIE,2022,Les Passagers de la nuit,False,False,FR,111,False,Os Passageiros da Noite,19.846,6.9,www.justwatch.com/br/filme/the-passengers-of-the-night
12,False,/br/filme/policia-federal-a-lei-e-para-todos,True,False,tm321487,7.297,6.4,3543,0.430241160005,polciafederalaleiparatodososbastidoresdaoperaolavajato,act,True,MOVIE,2017,Polícia Federal: A Lei é Para Todos - Os Bastidores da Operação Lava Jato,False,False,BR,107,False,Polícia Federal: A Lei é Para Todos - Os Bastidores da Operação Lava Jato,7.297,7,www.justwatch.com/br/filme/policia-federal-a-lei-e-para-todos
12,True,/br/filme/paris-to-pittsburgh,False,False,tm476866,3.663,6.3,185,0.20758044094,paristopittsburgh,doc,False,MOVIE,2020,Paris to Pittsburgh,False,False,US,77,False,De Paris a Pittsburgh,3.663,6.4,www.justwatch.com/br/filme/paris-to-pittsburgh
,True,/br/filme/hounded,False,False,tm33832,3.752,5,1112,0.138417609689,hounded,cmy,False,MOVIE,2001,Hounded,False,False,US,91,False,O Perseguido,3.752,5,www.justwatch.com/br/filme/hounded
,True,/br/filme/plutos-surprise-package,False,False,tm60305,3.769,,,0.46436012575,plutossurprisepackage,ani,False,MOVIE,1949,Pluto's Surprise Package,False,False,US,7,False,Pluto's Surprise Package,3.769,6.2,www.justwatch.com/br/filme/plutos-surprise-package
,True,/br/filme/into-the-okavango,False,False,tm411403,3.851,7.5,578,0.340477733377,intotheokavango,doc,False,MOVIE,2018,Into the Okavango,False,False,ZA,94,False,Expedição ao Delta do Okavango,3.851,7.4,www.justwatch.com/br/filme/into-the-okavango
,True,/br/filme/fuzzbucket,False,False,tm120337,3.933,,,0.110746603526,fuzzbucket,fml,False,MOVIE,1986,Fuzzbucket,False,False,US,46,False,Fuzzbucket,3.933,5.813,www.justwatch.com/br/filme/fuzzbucket
,True,/br/filme/justin-morgan-had-a-horse,False,False,tm153909,3.935,6.7,254,0.157578543665,justinmorganhadahorse,drm,False,MOVIE,1972,Justin Morgan Had a Horse,False,False,US,88,False,Justin Morgan Tinha um Cavalo,3.935,7.6,www.justwatch.com/br/filme/justin-morgan-had-a-horse
,True,/br/filme/ruby-bridges,False,False,tm65486,3.972,,,0.405870511759,rubybridges,drm,False,MOVIE,1998,Ruby Bridges,False,False,US,96,False,Ruby Bridges,3.972,6.4,www.justwatch.com/br/filme/ruby-bridges
,True,/br/filme/a-tale-of-two-critters,False,False,tm218826,4.097,5.9,247,0.126838702866,ataleoftwocritters,act,False,MOVIE,1977,A Tale of Two Critters,False,False,US,48,False,A Tale of Two Critters,4.097,5.846,www.justwatch.com/br/filme/a-tale-of-two-critters
,True,/br/filme/secrets-of-life,False,False,tm90286,4.182,7.3,339,0.143745483604,secretsoflife,doc,False,MOVIE,1956,Secrets of Life,False,False,US,70,False,Segredos da Vida,4.182,7.033,www.justwatch.com/br/filme/secrets-of-life
,True,/br/filme/merbabies,False,False,tm8229,4.277,,,0.329694346018,merbabies,ani,False,MOVIE,1938,Merbabies,False,False,US,9,False,Merbabies,4.277,6.1,www.justwatch.com/br/filme/merbabies
L,True,/br/filme/forky-asks-a-question-what-is-a-pet,False,False,tm847859,4.506,,,0.567563189392,forkyasksaquestionwhatisapet,fml,False,MOVIE,2019,Forky Asks a Question: What Is a Pet?,False,False,,4,False,Forky Asks a Question: What Is a Pet?,4.506,5.7,www.justwatch.com/br/filme/forky-asks-a-question-what-is-a-pet
,True,/br/filme/snowball-express,False,False,tm156939,4.542,6.3,2042,0.315970575635,snowballexpress,cmy,False,MOVIE,1972,Snowball Express,False,False,US,93,False,O Hotel da Barafunda,4.542,6.7,www.justwatch.com/br/filme/snowball-express
,True,/br/filme/swiss-family-robinson-1940,False,False,tm80290,4.581,6.3,830,0.301815765656,swissfamilyrobinson,act,False,MOVIE,1940,Swiss Family Robinson,False,False,US,93,False,O Novo Robinson,4.581,5.3,www.justwatch.com/br/filme/swiss-family-robinson-1940
,True,/br/filme/jungle-cat,False,False,tm47139,4.68,7.2,417,0.21126482045,junglecat,doc,False,MOVIE,1960,Jungle Cat,False,False,US,69,False,O Gato da Floresta,4.68,7.588,www.justwatch.com/br/filme/jungle-cat
,True,/br/filme/the-christmas-star,False,False,tm120517,4.724,6.1,843,0.245361699231,thechristmasstar,drm,False,MOVIE,1986,The Christmas Star,False,False,US,94,False,A Estrela de Natal,4.724,5.7,www.justwatch.com/br/filme/the-christmas-star
,True,/br/filme/dons-fountain-of-youth,False,False,tm102930,4.973,,,0.463984829813,donsfountainofyouth,ani,False,MOVIE,1953,Don's Fountain of Youth,False,False,US,6,False,Don's Fountain of Youth,4.973,6.7,www.justwatch.com/br/filme/dons-fountain-of-youth
L,True,/br/filme/the-wonderful-spring-of-mickey-mouse,False,False,tm1172642,5.015,,,0.389485375231,thewonderfulspringofmickeymouse,cmy,False,MOVIE,2022,The Wonderful Spring of Mickey Mouse,False,False,US,23,False,A Maravilhosa Primavera do Mickey Mouse,5.015,6.9,www.justwatch.com/br/filme/the-wonderful-spring-of-mickey-mouse
,True,/br/filme/stepsister-from-planet-weird,False,False,tm19235,5.073,5.7,1698,0.29627832677,stepsisterfromplanetweird,cmy,False,MOVIE,2000,Stepsister from Planet Weird,False,False,US,85,False,A Minha Irmã É Uma Extraterreste,5.073,5.6,www.justwatch.com/br/filme/stepsister-from-planet-weird
,True,/br/filme/the-boys-the-sherman-brothers-story,False,False,tm146421,5.182,7.7,1310,0.291845168526,theboystheshermanbrothersstory,doc,False,MOVIE,2009,The Boys: The Sherman Brothers' Story,False,False,US,101,False,The Boys: A História dos Sherman Brothers,5.182,7.2,www.justwatch.com/br/filme/the-boys-the-sherman-brothers-story
,True,/br/filme/full-court-miracle,False,False,tm140455,5.233,5.7,1134,0.250547343476,fullcourtmiracle,fml,False,MOVIE,2003,Full-Court Miracle,False,False,CA,90,False,Um Time de Fé,5.233,5.708,www.justwatch.com/br/filme/full-court-miracle
,True,/br/filme/the-vanishing-prairie,False,False,tm19764,5.365,7.2,798,0.260893853522,thevanishingprairie,doc,False,MOVIE,1954,The Vanishing Prairie,False,False,US,71,False,A Planicie Imensa,5.365,7.2,www.justwatch.com/br/filme/the-vanishing-prairie
10,True,/br/filme/una-navidad-para-chueco,False,False,tm1421812,5.373,6.8,9,,chuecoschristmas,cmy,False,MOVIE,2023,Chueco's Christmas,False,False,AR,18,False,Um Natal para Chueco,5.373,9,www.justwatch.com/br/filme/una-navidad-para-chueco
,True,/br/filme/bearly-asleep,False,False,tm110618,5.374,,,0.475842643666,bearlyasleep,ani,False,MOVIE,1955,Bearly Asleep,False,False,US,7,False,Bearly Asleep,5.374,6.6,www.justwatch.com/br/filme/bearly-asleep
,True,/br/filme/doctor-who-the-church-on-ruby-road-2023,False,False,tm1430785,5.379,,,,doctorwhothechurchonrubyroad,drm,False,MOVIE,2023,Doctor Who: The Church on Ruby Road,False,False,GB,55,False,Doctor Who: The Church on Ruby Road,5.379,,www.justwatch.com/br/filme/doctor-who-the-church-on-ruby-road-2023
,True,/br/filme/jumping-ship,False,False,tm42235,5.413,6,2077,0.270206264968,jumpingship,drm,False,MOVIE,2001,Jumping Ship,False,False,US,92,False,Piratas Modernos,5.413,6.4,www.justwatch.com/br/filme/jumping-ship
,True,/br/filme/almost-angels,False,False,tm10775,5.56,6.3,671,0.280488710578,almostangels,cmy,False,MOVIE,1962,Almost Angels,False,False,US,93,False,Quase Anjos,5.56,6.8,www.justwatch.com/br/filme/almost-angels
,False,/br/filme/chhota-bheem-dus-pe-dus,False,False,tm481846,,6.6,42,,chhotabheemduspedus,ani,True,MOVIE,2014,Chhota Bheem: Dus Pe Dus,False,False,,62,False,Chhota Bheem: Dus Pe Dus,,,www.justwatch.com/br/filme/chhota-bheem-dus-pe-dus
,False,/br/filme/urvasivo-rakshasivo,False,False,tm1264640,2.313,5.8,705,0.240286202525,,cmy,True,MOVIE,2022,ఊర్వశివో రాక్షసివో,False,False,IN,144,False,Urvasivo Rakshasivo,2.313,5.5,www.justwatch.com/br/filme/urvasivo-rakshasivo
,False,/br/filme/ana-and-bruno,False,False,tm220847,13.256,6.6,1045,0.464995662529,anaybruno,fml,False,MOVIE,2017,Ana y Bruno,False,True,MX,96,False,Ana e Bruno,13.256,7.683,www.justwatch.com/br/filme/ana-and-bruno
,False,/br/filme/2-0,False,False,tm233403,13.961,6,27057,0.490624434426,20,act,False,MOVIE,2018,2.0,False,True,IN,149,False,2.0,13.961,5.9,www.justwatch.com/br/filme/2-0
,False,/br/filme/claire-darling,False,False,tm416826,11.14,5.9,1145,0.36484259315,ladernirefoliedeclairedarling,drm,False,MOVIE,2019,La Dernière Folie de Claire Darling,False,True,FR,94,False,A Última Loucura de Claire Darling,11.14,5.3,www.justwatch.com/br/filme/claire-darling
,False,/br/filme/the-hungry,False,False,tm348745,9.328,7,1339,0.059132072627,thehungry,drm,False,MOVIE,2017,The Hungry,False,True,IN,100,False,The Hungry,9.328,5.7,www.justwatch.com/br/filme/the-hungry
,False,/br/filme/asuran,False,False,tm488702,10.984,8.4,33382,0.576520957478,asuran,act,False,MOVIE,2019,Asuran,False,True,IN,141,False,Asuran,10.984,7.743,www.justwatch.com/br/filme/asuran
,False,/br/filme/cairo-jazzman,False,False,tm306752,1.04,7.8,19,,cairojazzman,doc,False,MOVIE,2017,Cairo Jazzman,False,True,DE,82,False,Cairo Jazzman,1.04,5,www.justwatch.com/br/filme/cairo-jazzman
14,False,/br/filme/tubarao-a-vinganca,True,False,tm21472,35.338,3,49601,0.601958207566,jawstherevenge,hrr,False,MOVIE,1987,Jaws: The Revenge,False,False,US,89,False,Tubarão IV - A Vingança,35.338,4.1,www.justwatch.com/br/filme/tubarao-a-vinganca
16,False,/br/filme/contrabando,True,False,tm36237,44.693,6.4,126299,0.879122597122,contraband,drm,False,MOVIE,2012,Contraband,False,False,US,109,False,Contrabando,44.693,6.3,www.justwatch.com/br/filme/contrabando
16,False,/br/filme/o-traidor-2019,True,False,tm469190,45.689,7.1,13012,0.917574875934,iltraditore,drm,False,MOVIE,2019,Il traditore,False,False,IT,151,False,O Traidor,45.689,7.7,www.justwatch.com/br/filme/o-traidor-2019
12,False,/br/filme/lonely-are-the-brave,True,False,tm14957,15.264,7.6,9938,0.409754234746,lonelyarethebrave,wsn,False,MOVIE,1962,Lonely Are the Brave,False,False,US,107,False,Fuga Sem Rumo,15.264,7.3,www.justwatch.com/br/filme/lonely-are-the-brave
,False,/br/filme/entre-nos-2013,True,False,tm166177,4.469,7.1,1119,,entrens,drm,False,MOVIE,2013,Entre Nós,False,False,BR,100,False,Entre Nós,4.469,6.4,www.justwatch.com/br/filme/entre-nos-2013
L,False,/br/filme/the-rolling-stones-some-girls-live-in-texas-78,True,False,tm170077,0.876,,,,therollingstonessomegirlsliveintexas78,msc,False,MOVIE,1978,The Rolling Stones: Some Girls - Live in Texas '78,False,False,,85,False,The Rolling Stones: Some Girls - Live in Texas '78,0.876,,www.justwatch.com/br/filme/the-rolling-stones-some-girls-live-in-texas-78
16,False,/br/filme/breaking-in,True,False,tm367204,39.635,5.5,16805,0.75638758945,breakingin,act,False,MOVIE,2018,Breaking In,False,False,US,88,False,Invasão De Domicílio,39.635,6,www.justwatch.com/br/filme/breaking-in
